epoch,iter,train_loss,val_loss
1,250,19.88528421020508,11.222711995051457
1,500,16.539995429992675,10.9977750684298
1,750,14.04469414138794,10.44565184373122
2,1000,12.529288355222837,10.06197808251014
2,1250,11.300748865127563,9.59110044508714
2,1500,10.330722639083863,9.447744705200195
2,1750,9.79909853553772,9.149533262986404
3,2000,9.20844320960729,8.96714701608511
3,2250,9.288206642150879,8.672733416043796
3,2500,8.781766809463502,8.597826770489032
4,2750,8.631589360742261,8.574836347139799
4,3000,8.675476777076721,8.501535463773287
4,3250,8.216190793991089,8.319388775165264
4,3500,8.367135189056397,8.238420931302585
5,3750,8.239104011319736,8.404910092867338
5,4000,8.297592977523804,8.37776266362117
5,4250,8.289322423934937,8.359918952355018
6,4500,8.031913892983376,8.405675112210787
6,4750,8.113259355545043,8.319388775165264
6,5000,8.305519058227539,8.319388775165264
6,5250,8.404392343521119,8.319388775165264
7,5500,8.360654279220203,8.319388775165264
7,5750,8.410802518844605,8.319388775165264
7,6000,8.111160955429078,8.319388775165264
8,6250,8.317284451968803,8.319388775165264
8,6500,8.01604174041748,8.319388775165264
8,6750,8.27771175956726,8.319388775165264
8,7000,8.406387857437133,8.319388775165264
9,7250,8.27573190522379,8.319388775165264
9,7500,8.116409048080444,8.319388775165264
9,7750,8.368707241058349,8.319388775165264
10,8000,8.434217906314688,8.319388775165264
10,8250,8.248102188110352,8.319388775165264
10,8500,8.351198508262634,8.319388775165264
10,8750,8.162985669136047,8.319388775165264
11,9000,8.287022106993208,8.319388775165264
11,9250,8.134482007980347,8.319388775165264
