epoch,iter,train_loss,val_loss
1,250,16.933374584198,5.1774526601938105
2,500,10.0288658108682,3.44051381448599
2,750,7.328127265930176,2.9430302599393405
3,1000,5.325215559555773,2.5323605440579926
3,1250,4.339430306434632,2.4025426688561073
4,1500,3.5147734973362925,2.3255738807091344
4,1750,3.0577920098304747,1.95874398627648
5,2000,2.7403452317347505,2.275918263362004
6,2250,2.564912657378001,2.1954642791748045
6,2500,2.305119677066803,2.154808928856483
7,2750,2.222412032536984,2.216843114412748
7,3000,2.0812347831726075,2.63809908588116
8,3250,2.7048612394396123,1.95874398627648
8,3500,2.7466732091903685,1.95874398627648
9,3750,2.7535608278024215,1.95874398627648
10,4000,2.782052961082463,1.95874398627648
10,4250,2.7289054727554323,1.95874398627648
11,4500,2.771776837669057,1.95874398627648
11,4750,2.6900484700202942,1.95874398627648
12,5000,2.774676145517556,1.95874398627648
12,5250,2.758291349887848,1.95874398627648
13,5500,2.8070239889506894,1.95874398627648
14,5750,2.687936200347484,1.95874398627648
14,6000,2.80067197227478,1.95874398627648
15,6250,2.7436577262291393,1.95874398627648
15,6500,2.7349184556007384,1.95874398627648
16,6750,2.792251785452041,1.95874398627648
16,7000,2.74780039024353,1.95874398627648
17,7250,2.7437970325971563,1.95874398627648
18,7500,2.755748650942072,1.95874398627648
18,7750,2.7682646441459657,1.95874398627648
