epoch,iter,train_loss,val_loss
1,250,16.412708234786987,5.04696403151292
2,500,10.040197738252294,3.3582815586970405
2,750,6.875355405807495,2.4725737791794997
3,1000,5.295029636260402,2.1957171261127177
3,1250,4.04725560760498,2.0640555372971754
4,1500,3.350238926998593,2.015194865886982
4,1750,2.928361087322235,2.015009402348445
5,2000,2.565787810162521,1.9316232716487005
6,2250,2.3990594240358263,1.8526701654287485
6,2500,2.1733912897109984,1.7514665685800406
7,2750,2.1238312159881536,2.1070953509990984
7,3000,1.955608651638031,2.5200061856783353
8,3250,1.8834947857856155,2.1350469642052285
8,3500,1.7888149247169494,2.1357197435819186
9,3750,1.6917100761047996,2.152828254699707
10,4000,2.0930883650276817,1.7514665685800406
10,4250,2.0861415500640867,1.7514665685800406
11,4500,2.128283133781793,1.7514665685800406
11,4750,2.099792064666748,1.7514665685800406
12,5000,2.086304544224304,1.7514665685800406
12,5250,2.122510088443756,1.7514665685800406
13,5500,2.0851522183427225,1.7514665685800406
14,5750,2.1723456581408755,1.7514665685800406
14,6000,2.108199045181274,1.7514665685800406
15,6250,2.039189773343851,1.7514665685800406
15,6500,2.1231262311935426,1.7514665685800406
16,6750,2.0886858283064025,1.7514665685800406
16,7000,2.07737645816803,1.7514665685800406
17,7250,2.091350434197214,1.7514665685800406
18,7500,2.0959418055919627,1.7514665685800406
18,7750,2.1124498076438902,1.7514665685800406
19,8000,2.1136069568036033,1.7514665685800406
19,8250,2.119616882801056,1.7514665685800406
20,8500,2.0811394212184195,1.7514665685800406
