epoch,iter,train_loss,val_loss
1,250,17.36863735961914,5.408904356736404
2,500,10.179414758451976,3.8882987119234524
2,750,7.213501605987549,2.85963240814209
3,1000,5.364373457054464,2.368497069138747
3,1250,4.188833616256714,2.056949901874249
4,1500,3.45237562174077,2.115691304720365
4,1750,3.0426223402023314,2.1359161459115836
5,2000,2.6519707062061566,1.8664462151160608
6,2250,2.4560102837174913,1.9885312130267803
6,2500,2.2697714982032777,1.970344259408804
7,2750,2.083467394035241,1.8513688348623423
7,3000,1.9836931438446046,1.882729252741887
8,3250,1.936955237081378,1.9808612442016602
8,3500,2.4382499470710752,1.8664462151160608
9,3750,2.4728172079845376,1.8664462151160608
10,4000,2.4800212353740125,1.8664462151160608
10,4250,2.494082973957062,1.8664462151160608
11,4500,2.419717349383286,1.8664462151160608
11,4750,2.4991238322257994,1.8664462151160608
12,5000,2.4915259814778423,1.8664462151160608
12,5250,2.4568093361854553,1.8664462151160608
13,5500,2.52830945209077,1.8664462151160608
14,5750,2.4744262113061697,1.8664462151160608
14,6000,2.468300411701202,1.8664462151160608
15,6250,2.4257386869890856,1.8664462151160608
15,6500,2.477030265331268,1.8664462151160608
16,6750,2.5060900494048015,1.8664462151160608
16,7000,2.4705196495056154,1.8664462151160608
17,7250,2.471917877235446,1.8664462151160608
18,7500,2.509890137425087,1.8664462151160608
18,7750,2.452444184780121,1.8664462151160608
19,8000,2.4328082168294656,1.8664462151160608
