epoch,iter,train_loss,val_loss
1,250,19.88815714263916,11.764967140197754
1,500,16.204134460449218,10.716087305509127
1,750,13.73145955657959,10.466289877084586
2,1000,12.418794119414786,9.953852217454177
2,1250,11.189380727767944,9.587433564406174
2,1500,10.183089963912964,9.392240994966947
2,1750,9.917229026794434,9.173065116295447
3,2000,9.370702279709707,9.058697326660155
3,2250,9.240219594955445,8.897198845496545
3,2500,8.860925605773925,8.819750701904297
4,2750,8.945397948072335,8.672809542142428
4,3000,8.622213180541992,8.636600865290715
4,3250,8.605179542541505,8.574441793588491
4,3500,8.433002801895142,8.534199056772085
5,3750,8.373179754099093,8.496830392690805
5,4000,8.300902216911316,8.524686612642729
5,4250,8.256648559570312,8.405594717172477
6,4500,8.379366390573152,8.401331716684195
6,4750,8.091437608718872,8.43835414475661
6,5000,7.957727166175842,8.375449984036958
6,5250,8.559902709007263,8.496830392690805
7,5500,8.293242237904064,8.496830392690805
7,5750,8.466930883407592,8.496830392690805
7,6000,8.339014059066772,8.496830392690805
8,6250,8.189659598236123,8.496830392690805
8,6500,8.222323028564453,8.496830392690805
8,6750,8.353084480285645,8.496830392690805
8,7000,8.536453615188599,8.496830392690805
9,7250,8.345319149400428,8.496830392690805
9,7500,8.203617281913758,8.496830392690805
9,7750,8.529384689331055,8.496830392690805
10,8000,8.277322782062212,8.496830392690805
10,8250,8.443071051597595,8.496830392690805
10,8500,8.342993949890136,8.496830392690805
10,8750,8.359568338394165,8.496830392690805
11,9000,8.341053058711204,8.496830392690805
11,9250,8.457866621017455,8.496830392690805
11,9500,8.216640232086181,8.496830392690805
12,9750,8.340936765377007,8.496830392690805
