epoch,iter,train_loss,val_loss
1,250,16.356912944793702,4.818590104323167
2,500,9.80443465233923,2.977416455782377
2,750,6.74412709236145,2.226465854351337
3,1000,5.154223020781001,1.964470066363995
3,1250,4.077590811729431,1.8750781502356897
4,1500,3.3588866528888435,1.7458250579833985
4,1750,2.8993401260375977,1.7288753844041092
5,2000,2.5817377989363433,1.9339939604539138
6,2250,2.3503291014212326,1.6361419918353741
6,2500,2.194228823184967,1.7188395280104416
7,2750,2.108847388662803,2.162786149245042
7,3000,2.0345138864517214,1.9359131481464094
8,3250,1.8642802014751187,2.0178487202570987
8,3500,1.8710421984195709,2.188087176983173
9,3750,2.2323677347432116,1.6361419918353741
10,4000,2.20912783396165,1.6361419918353741
10,4250,2.2044663820266726,1.6361419918353741
11,4500,2.2641749869415464,1.6361419918353741
11,4750,2.207710380077362,1.6361419918353741
12,5000,2.2530524674903223,1.6361419918353741
12,5250,2.203638301372528,1.6361419918353741
13,5500,2.230228505205574,1.6361419918353741
14,5750,2.2454111668846717,1.6361419918353741
14,6000,2.254433814048767,1.6361419918353741
15,6250,2.234329633594648,1.6361419918353741
15,6500,2.2204795122146606,1.6361419918353741
16,6750,2.238689005486765,1.6361419918353741
16,7000,2.23167288684845,1.6361419918353741
17,7250,2.2188148656029227,1.6361419918353741
18,7500,2.26337340130729,1.6361419918353741
18,7750,2.1966473054885864,1.6361419918353741
19,8000,2.276621055531439,1.6361419918353741
19,8250,2.250178563594818,1.6361419918353741
