epoch,iter,train_loss,val_loss
1,250,18.240326625823975,5.779444519042968
2,500,10.577243497102323,4.272450817401593
2,750,7.735724374771118,3.436480178246131
3,1000,5.97994252413336,3.3575458127535307
3,1250,4.790372163772583,2.77590770310622
4,1500,3.866164152216258,2.8154912297175483
4,1750,3.388294536590576,2.3611487884521485
5,2000,2.9317880852655254,2.5162680857731745
6,2250,2.731200208774902,2.8371582060593825
6,2500,2.3920511288642885,2.341625613285945
7,2750,2.368281938697703,2.7127962822547325
7,3000,2.139846305847168,2.441998729999249
8,3250,3.114230512096186,2.3611487884521485
8,3500,3.091727303981781,2.3611487884521485
9,3750,3.1070391605930334,2.3611487884521485
10,4000,3.098792315812041,2.3611487884521485
10,4250,3.0993322010040285,2.3611487884521485
11,4500,3.0773944518271725,2.3611487884521485
11,4750,3.11507097196579,2.3611487884521485
12,5000,3.0912632669567928,2.3611487884521485
12,5250,3.0696946926116944,2.3611487884521485
13,5500,3.072219088843241,2.3611487884521485
14,5750,3.0697109399473623,2.3611487884521485
14,6000,3.0991388368606567,2.3611487884521485
15,6250,3.0848375122612475,2.3611487884521485
15,6500,3.080376097202301,2.3611487884521485
16,6750,3.101899234251998,2.3611487884521485
16,7000,3.090757077217102,2.3611487884521485
17,7250,3.0510332763053354,2.3611487884521485
18,7500,3.0508115924256294,2.3611487884521485
18,7750,3.076685926437378,2.3611487884521485
