epoch,iter,train_loss,val_loss
1,250,24.688420043945314,10.405681386507474
1,500,13.071016912460328,5.754643323458158
1,750,9.78912154006958,4.637358859722431
2,1000,7.806287281620094,4.5048088660606975
2,1250,6.401522126197815,3.8495359614445612
2,1500,5.5922514982223515,3.842653787466196
2,1750,5.026107234001159,3.319805424616887
3,2000,4.382952842741063,3.1219759732759917
3,2250,4.0505574154853825,2.8784294451200045
3,2500,3.8732703037261964,2.490369611299955
4,2750,3.6500060929112825,2.7392485844538763
4,3000,3.1847480936050414,2.358271645766038
4,3250,3.0423005027770995,2.783184136023888
4,3500,2.921010601520538,2.5447282902644233
5,3750,2.7659622567833857,3.1701743034949668
5,4000,2.53037676858902,2.351538725046011
5,4250,2.4597475926876067,3.319003774202787
6,4500,3.047198954065611,2.358271645766038
6,4750,3.041864890575409,2.358271645766038
6,5000,2.919274534225464,2.358271645766038
6,5250,2.942153390407562,2.358271645766038
7,5500,2.9531451310545407,2.358271645766038
7,5750,2.934875322818756,2.358271645766038
7,6000,2.9384031496047975,2.358271645766038
8,6250,3.079491090571525,2.358271645766038
8,6500,2.9503193402290346,2.358271645766038
8,6750,2.9825434894561766,2.358271645766038
8,7000,3.0584432859420776,2.358271645766038
9,7250,2.974999579934288,2.358271645766038
9,7500,3.0089411520957947,2.358271645766038
9,7750,2.988227043628693,2.358271645766038
10,8000,3.012659212356518,2.358271645766038
10,8250,2.9977190828323366,2.358271645766038
10,8500,2.9993789343833925,2.358271645766038
10,8750,3.0162499442100525,2.358271645766038
11,9000,2.9523004908744417,2.358271645766038
